timestamp,name,id,store,country_code,country,available,genre,url
2021-08-12-14-33-14,TikTok,com.zhiliaoapp.musically,google,ne,Niger,True,Social,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=en&gl=ne
2021-08-12-14-33-14,TikTok,835599320,apple,ne,Niger,True,Social,https://apps.apple.com/ne/app/tiktok/id835599320?uo=4
2021-08-12-14-33-14,TikTok,com.zhiliaoapp.musically,google,ng,Nigeria,True,Social,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=en&gl=ng
2021-08-12-14-33-14,TikTok,835599320,apple,ng,Nigeria,True,Social,https://apps.apple.com/ng/app/tiktok/id835599320?uo=4
2021-08-12-14-33-14,TikTok,com.zhiliaoapp.musically,google,nf,Norfolk Island,True,Social,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=en&gl=nf
2021-08-12-14-33-14,TikTok,835599320,apple,nf,Norfolk Island,False,Social,None
2021-08-12-14-33-14,Facebook,com.facebook.katana,google,ne,Niger,True,Social,https://play.google.com/store/apps/details?id=com.facebook.katana&hl=en&gl=ne
2021-08-12-14-33-14,Facebook,284882215,apple,ne,Niger,True,Social,https://apps.apple.com/ne/app/facebook/id284882215?uo=4
2021-08-12-14-33-14,Facebook,com.facebook.katana,google,ng,Nigeria,True,Social,https://play.google.com/store/apps/details?id=com.facebook.katana&hl=en&gl=ng
2021-08-12-14-33-14,Facebook,284882215,apple,ng,Nigeria,True,Social,https://apps.apple.com/ng/app/facebook/id284882215?uo=4
2021-08-12-14-33-14,Facebook,com.facebook.katana,google,nf,Norfolk Island,True,Social,https://play.google.com/store/apps/details?id=com.facebook.katana&hl=en&gl=nf
2021-08-12-14-33-14,Facebook,284882215,apple,nf,Norfolk Island,False,Social,None
2021-08-12-14-33-14,Instagram,com.instagram.android,google,ne,Niger,True,Social,https://play.google.com/store/apps/details?id=com.instagram.android&hl=en&gl=ne
2021-08-12-14-33-14,Instagram,389801252,apple,ne,Niger,True,Social,https://apps.apple.com/ne/app/instagram/id389801252?uo=4
2021-08-12-14-33-14,Instagram,com.instagram.android,google,ng,Nigeria,True,Social,https://play.google.com/store/apps/details?id=com.instagram.android&hl=en&gl=ng
2021-08-12-14-33-14,Instagram,389801252,apple,ng,Nigeria,True,Social,https://apps.apple.com/ng/app/instagram/id389801252?uo=4
2021-08-12-14-33-14,Instagram,com.instagram.android,google,nf,Norfolk Island,True,Social,https://play.google.com/store/apps/details?id=com.instagram.android&hl=en&gl=nf
2021-08-12-14-33-14,Instagram,389801252,apple,nf,Norfolk Island,False,Social,None
2021-08-12-14-33-14,Snapchat,com.snapchat.android,google,ne,Niger,True,Social,https://play.google.com/store/apps/details?id=com.snapchat.android&hl=en&gl=ne
2021-08-12-14-33-14,Snapchat,447188370,apple,ne,Niger,True,Social,https://apps.apple.com/ne/app/snapchat/id447188370?uo=4
2021-08-12-14-33-14,Snapchat,com.snapchat.android,google,ng,Nigeria,True,Social,https://play.google.com/store/apps/details?id=com.snapchat.android&hl=en&gl=ng
2021-08-12-14-33-14,Snapchat,447188370,apple,ng,Nigeria,True,Social,https://apps.apple.com/ng/app/snapchat/id447188370?uo=4
2021-08-12-14-33-14,Snapchat,com.snapchat.android,google,nf,Norfolk Island,True,Social,https://play.google.com/store/apps/details?id=com.snapchat.android&hl=en&gl=nf
2021-08-12-14-33-14,Snapchat,447188370,apple,nf,Norfolk Island,False,Social,None
2021-08-12-14-33-14,Pinterest,com.pinterest,google,ne,Niger,True,Social,https://play.google.com/store/apps/details?id=com.pinterest&hl=en&gl=ne
2021-08-12-14-33-14,Pinterest,429047995,apple,ne,Niger,True,Social,https://apps.apple.com/ne/app/pinterest-lifestyle-ideas/id429047995?uo=4
2021-08-12-14-33-14,Pinterest,com.pinterest,google,ng,Nigeria,True,Social,https://play.google.com/store/apps/details?id=com.pinterest&hl=en&gl=ng
2021-08-12-14-33-14,Pinterest,429047995,apple,ng,Nigeria,True,Social,https://apps.apple.com/ng/app/pinterest-lifestyle-ideas/id429047995?uo=4
