timestamp,name,id,store,country_code,country,available,genre,url
2021-09-01T13:47:10.759341,Snapchat,447188370,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/snapchat/id447188370?uo=4
2021-09-01T13:47:10.759341,TikTok,835599320,apple,af,Afghanistan,False,Social,None
2021-09-01T13:47:10.759341,Facebook,284882215,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/facebook/id284882215?uo=4
2021-09-01T13:47:10.759341,Pinterest,429047995,apple,af,Afghanistan,False,Social,None
2021-09-01T13:47:10.759341,Instagram,389801252,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/instagram/id389801252?uo=4
2021-09-01T13:47:10.759341,Pinterest,com.pinterest,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.pinterest&hl=en&gl=af
2021-09-01T13:47:10.759341,Snapchat,com.snapchat.android,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.snapchat.android&hl=en&gl=af
2021-09-01T13:47:10.759341,Twitter,333903271,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/twitter/id333903271?uo=4
2021-09-01T13:47:10.759341,Instagram,com.instagram.android,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.instagram.android&hl=en&gl=af
2021-09-01T13:47:10.759341,TikTok,com.zhiliaoapp.musically,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=en&gl=af
2021-09-01T13:47:10.759341,BIGO Live,1077137248,apple,af,Afghanistan,False,Social,None
2021-09-01T13:47:10.759341,Facebook,com.facebook.katana,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.facebook.katana&hl=en&gl=af
2021-09-01T13:47:10.759341,MX TakaTak,1522698952,apple,af,Afghanistan,False,Social,None
2021-09-01T13:47:10.759341,Josh Videos,1530819820,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/josh-indian-short-video-app/id1530819820?uo=4
2021-09-01T13:47:10.759341,Twitter,com.twitter.android,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.twitter.android&hl=en&gl=af
2021-09-01T13:47:10.759341,Moj,1523457550,apple,af,Afghanistan,True,Social,https://apps.apple.com/af/app/moj-short-video-app/id1523457550?uo=4
2021-09-01T13:47:10.759341,BIGO Live,sg.bigo.live,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=sg.bigo.live&hl=en&gl=af
2021-09-01T13:47:10.759341,WhatsApp,310633997,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/whatsapp-messenger/id310633997?uo=4
2021-09-01T13:47:10.759341,Zoom,546505307,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/zoom-cloud-meetings/id546505307?uo=4
2021-09-01T13:47:10.759341,MX TakaTak,com.next.innovation.takatak,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.next.innovation.takatak&hl=en&gl=af
2021-09-01T13:47:10.759341,Messenger,454638411,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/messenger/id454638411?uo=4
2021-09-01T13:47:10.759341,Telegram,686449807,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/telegram-messenger/id686449807?uo=4
2021-09-01T13:47:10.759341,Josh Videos,com.eterno.shortvideos,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.eterno.shortvideos&hl=en&gl=af
2021-09-01T13:47:10.759341,Google Meet,1013231476,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/google-meet/id1013231476?uo=4
2021-09-01T13:47:10.759341,WhatsApp,com.whatsapp,google,af,Afghanistan,True,Communication,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en&gl=af
2021-09-01T13:47:10.759341,Moj,in.mohalla.video,google,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=in.mohalla.video&hl=en&gl=af
2021-09-01T13:47:10.759341,Messenger,com.facebook.orca,google,af,Afghanistan,True,Communication,https://play.google.com/store/apps/details?id=com.facebook.orca&hl=en&gl=af
2021-09-01T13:47:10.759341,Microsoft Teams,1113153706,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/microsoft-teams/id1113153706?uo=4
2021-09-01T13:47:10.759341,Discord,985746746,apple,af,Afghanistan,False,Communication,None
2021-09-01T13:47:10.759341,WhatsApp Business,1386412985,apple,af,Afghanistan,True,Communication,https://apps.apple.com/af/app/whatsapp-business/id1386412985?uo=4
2021-09-01T13:47:10.759341,Telegram,org.telegram.messenger,google,af,Afghanistan,True,Communication,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en&gl=af
