timestamp,name,id,store,country_code,country,available,genre,url
2021-08-15-21-44-00,Snapchat,447188370,itunes,af,Afghanistan,True,Social,https://apps.apple.com/af/app/snapchat/id447188370?uo=4
2021-08-15-21-44-00,Pinterest,429047995,itunes,af,Afghanistan,False,Social,None
2021-08-15-21-44-00,TikTok,835599320,itunes,af,Afghanistan,False,Social,None
2021-08-15-21-44-00,Instagram,389801252,itunes,af,Afghanistan,True,Social,https://apps.apple.com/af/app/instagram/id389801252?uo=4
2021-08-15-21-44-00,Facebook,284882215,itunes,af,Afghanistan,True,Social,https://apps.apple.com/af/app/facebook/id284882215?uo=4
2021-08-15-21-44-00,BIGO Live,1077137248,itunes,af,Afghanistan,False,Social,None
2021-08-15-21-44-00,Twitter,333903271,itunes,af,Afghanistan,True,Social,https://apps.apple.com/af/app/twitter/id333903271?uo=4
2021-08-15-21-44-00,MX TakaTak,1522698952,itunes,af,Afghanistan,False,Social,None
2021-08-15-21-44-00,TikTok,com.zhiliaoapp.musically,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=en&gl=af
2021-08-15-21-44-00,Snapchat,com.snapchat.android,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.snapchat.android&hl=en&gl=af
2021-08-15-21-44-00,Facebook,com.facebook.katana,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.facebook.katana&hl=en&gl=af
2021-08-15-21-44-00,Pinterest,com.pinterest,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.pinterest&hl=en&gl=af
2021-08-15-21-44-00,Instagram,com.instagram.android,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.instagram.android&hl=en&gl=af
2021-08-15-21-44-00,Josh Videos,1530819820,itunes,af,Afghanistan,True,Social,https://apps.apple.com/af/app/josh-videos/id1530819820?uo=4
2021-08-15-21-44-00,BIGO Live,sg.bigo.live,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=sg.bigo.live&hl=en&gl=af
2021-08-15-21-44-00,Twitter,com.twitter.android,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.twitter.android&hl=en&gl=af
2021-08-15-21-44-00,MX TakaTak,com.next.innovation.takatak,gplay,af,Afghanistan,True,Social,https://play.google.com/store/apps/details?id=com.next.innovation.takatak&hl=en&gl=af
